For 2023/10/31 44893828 BGP UPDATES were parsed. 44120994 UPDATES contained prefix advertisements. 3168106 UPDATES contained prefix withdraws.

Prefixes with most bogon origin ASNs per prefix: 1 prefix(es) had 2 bogon origin ASNs.
Prefix 194.165.23.0/24 from origin ASN(s) AS64999 AS65065
Prefix 172.17.2.66/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.10/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.46/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.74/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.188/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.110/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.252/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.64/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.36/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.96/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.98/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.192/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.66/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.72/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.78/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.224/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.236/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.100/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.114/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.74/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.90/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.94/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.6.8/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.6.0/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.106/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.80/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.8/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.108/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.88/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.102/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.62/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.8/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.48/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.6.12/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.14/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.20/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.184/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.84/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.22/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.38/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.76/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.160/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.152/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.156/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.148/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.144/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.136/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.140/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.132/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.128/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.40/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.116/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.112/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.104/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.92/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.100/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.108/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.88/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.76/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.72/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.60/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.56/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.52/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.44/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.48/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.36/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.32/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.28/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.24/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.20/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.16/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.12/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.0/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.82/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.86/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.6/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.248/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.8/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.106/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.104/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.100/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.164/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.52/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.54/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.56/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.42/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.168/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.0.88/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.204/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.212/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.80/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.172/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.1.216/30 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.82/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.84/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 172.17.2.96/31 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 192.168.2.0/24 from origin ASN(s) AS1031 (PEER-1-INTERNET)
Prefix 192.88.99.0/24 from origin ASN(s) AS36732 (COMCAST-36732)
Prefix 192.168.250.24/29 from origin ASN(s) AS38880 (M21-AS-AP)
Prefix 10.91.59.240/30 from origin ASN(s) AS38880 (M21-AS-AP)
Prefix 10.91.59.244/30 from origin ASN(s) AS38880 (M21-AS-AP)
Prefix 10.91.59.248/30 from origin ASN(s) AS38880 (M21-AS-AP)
Prefix 10.91.59.252/30 from origin ASN(s) AS38880 (M21-AS-AP)
Prefix 100.66.76.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.74.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.78.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.80.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.86.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.82.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.84.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.66.88.0/23 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.70.106.0/24 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.70.92.0/24 from origin ASN(s) AS9583 (SIFY-AS-IN)
Prefix 100.65.182.0/24 from origin ASN(s) AS9583 (SIFY-AS-IN)

ASNs originating the most bogons ASNs: 1 ASN(s) are originating 9 bogon ASNs.
AS14537 (CL-1379-14537) is originating 9 bogon ASNs: 65035 65211 65054 65111 65041 65028 65064 65042 65017

Prefixes with the highest MED: 16 prefix(es) had a MED of 1226228.
Prefix 175.100.52.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.183.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.168.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.233.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 175.100.20.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 117.120.28.0/23 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 117.120.30.0/23 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 175.100.60.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 175.100.21.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.230.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 175.100.11.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.141.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.143.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.232.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 36.37.205.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).
Prefix 117.120.31.0/24 via peer AS8714 from origin ASN(s) AS38623 (VIETTELCAMBODIA-AS-AP).

Longest AS path: 5 prefix(es) had an AS path length of 255 ASNs.
Prefix 2602:facc::/36 via peer AS199524 from origin ASN(s) AS8772. AS Path length 255: AS199524 AS3257 AS2914 AS29632 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772.
Prefix 2a06:1287:cc01::/48 via peer AS13030 from origin ASN(s) AS199763. AS Path length 255: AS13030 AS2914 AS29632 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS199763.
Prefix 2a06:1287:cc01::/48 via peer AS199524 from origin ASN(s) AS8772. AS Path length 255: AS199524 AS6830 AS2914 AS29632 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772.
Prefix 2602:facc::/36 via peer AS265721 (Cable Atlantico SRL) from origin ASN(s) AS8772. AS Path length 255: AS265721 AS23520 AS6830 AS2914 AS29632 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772 AS8772.
