For 2025/01/15 74367059 BGP UPDATES were parsed. 73639079 UPDATES contained prefix advertisements. 2537953 UPDATES contained prefix withdraws.

Prefixes with most bogon origin ASNs per prefix: 3 prefix(es) had 2 bogon origin ASNs.
Prefix 160.187.249.0/24 from origin ASN(s) AS23456 AS65014
Prefix 10.130.151.24/29 from origin ASN(s) AS56655 (GIGAHOST)
Prefix 10.130.151.253/32 from origin ASN(s) AS56655 (GIGAHOST)
Prefix 10.130.151.251/32 from origin ASN(s) AS56655 (GIGAHOST)
Prefix 10.130.152.16/29 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::24/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::253/128 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::100/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:2001:470:3593::/126 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::10/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::8/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::26/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::249/128 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::28/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::254/128 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::250/128 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::4/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::2/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::34/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::30/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::32/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:150::22/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::6/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:10:130:151::/127 from origin ASN(s) AS56655 (GIGAHOST)
Prefix fd00:550:ffff:ffff:ffff:ffff:ffff:ffff/128 from origin ASN(s) AS174 (COGENT-174)
Prefix 100::1/128 from origin ASN(s) AS174 (COGENT-174)
Prefix fd00:978:ffff:ffff:ffff:ffff:ffff:ffff/128 from origin ASN(s) AS174 (COGENT-174)
Prefix 100::6:6:6/128 from origin ASN(s) AS50673 (Serverius-as)
Prefix 100.80.0.0/24 from origin ASN(s) AS60478 (KSYS)
Prefix 100.78.96.0/19 from origin ASN(s) AS64540
Prefix 100.78.128.0/17 from origin ASN(s) AS64540
Prefix 100.125.0.50/32 from origin ASN(s) AS37680 (COOL-IDEAS)
Prefix 100.99.4.16/28 from origin ASN(s) AS37680 (COOL-IDEAS)
Prefix 172.20.57.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.57.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.58.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.58.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.59.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.59.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.60.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.60.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.61.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.61.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.62.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.62.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.64.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.64.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.65.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.65.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.66.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.66.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.67.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.67.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.68.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.68.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.69.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.69.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.70.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.70.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.71.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.71.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.72.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.72.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.73.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.73.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.74.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.74.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.75.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.75.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.76.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.76.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.77.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.77.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.78.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.78.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.79.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.79.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.80.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.80.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.81.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.81.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.82.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.82.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.83.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.83.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.84.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.84.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.85.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.85.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.86.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.86.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.87.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.87.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.88.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.88.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.20.89.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.21.89.0/24 from origin ASN(s) AS5713 (SAIX-NET)
Prefix 172.16.100.0/22 from origin ASN(s) AS7474 (OPTUSCOM-AS01-AU)
Prefix 100.103.56.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.52.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.48.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.44.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.40.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.36.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.32.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.28.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.24.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.20.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.16.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.12.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.8.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.4.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.68.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.100.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.96.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.92.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.88.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.84.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.80.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.76.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.72.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.68.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.64.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.60.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.56.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.52.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.64.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.48.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.44.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.40.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.36.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.32.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.28.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.24.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.20.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.16.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.12.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.8.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.4.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.0.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.60.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.103.0.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.252.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.248.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.244.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.240.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.236.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.232.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.228.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.224.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.220.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.216.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.212.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix 100.102.208.0/22 from origin ASN(s) AS1257 (SWIPNET)
Prefix ::ffff:92.47.144.212/127 from origin ASN(s) AS9198 (KAZTELECOM-AS)
Prefix ::ffff:92.47.144.218/127 from origin ASN(s) AS9198 (KAZTELECOM-AS)
Prefix ::ffff:92.47.144.210/127 from origin ASN(s) AS9198 (KAZTELECOM-AS)
Prefix ::ffff:92.47.144.216/127 from origin ASN(s) AS9198 (KAZTELECOM-AS)
Prefix 192.168.77.0/24 from origin ASN(s) AS21299 (KAR-TEL-AS)

ASNs originating the most bogons ASNs: 1 ASN(s) are originating 6 bogon ASNs.
AS45609 (BHARTI-MOBILITY-AS-AP) is originating 6 bogon ASNs: 64995 64996 64997 65082 65076 65534

Prefixes with the highest MED: 1 prefix(es) had a MED of 16867265.
Prefix 107.161.147.0/24 via peer AS174 (COGENT-174) from origin ASN(s) AS12167.

Longest AS path: 1 prefix(es) had an AS path length of 255 ASNs.
Prefix 103.169.71.0/24 via peer AS328840 (ST-Digital-AS) from origin ASN(s) AS142349 (IDNIC-DISKOMINFO-MOJOKERTOKAB-AS-ID). AS Path length 255: AS328840 AS327727 AS174 AS7713 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349 AS142349.

Longest community set: 2 prefix(es) had a community set length of 275 communities.
Prefix 2804:5b14:4200::/40 via peer AS263152 (MIGO TELECOM) from origin ASN(s) AS268817 (Acelera Telecom). Commnuity set length 275: 8880:103 24115:37468 24115:65023 37468:3000 37468:3295 37468:3300 37468:3310 37468:3312 37468:5555 37468:13000 37468:13100 37468:13102 37468:37468 53062:10020 53062:10021 53062:30009 53062:30012 53062:30015 53062:30017 53062:30041 53062:30045 53062:30049 53062:30057 53062:30058 53062:30060 53062:30079 53062:30088 53062:30091 53062:30105 53062:30114 53062:30117 53062:30123 53062:30130 53062:30133 53062:30136 53062:30152 53062:30156 53062:30158 53062:30161 53062:30168 53062:30182 53062:30183 53062:30184 53062:30185 53062:30186 53062:30187 53062:30188 53062:30191 53062:30198 53062:30200 53062:30203 53062:30205 53062:30208 53062:30210 53062:30217 53062:30222 53062:30228 53062:30232 53062:30235 53062:30239 53062:30244 53062:30247 53062:30250 53062:30255 53062:30259 53062:30263 53062:30270 53062:30274 53062:30278 53062:30282 53062:30287 53062:30291 53062:30296 53062:30301 53062:30305 53062:30328 53062:30332 53062:30336 53062:30341 53062:30344 53062:30355 53062:30357 53062:30369 53062:30373 53062:30379 24115:1000:2 24115:1001:1 24115:1002:1 24115:1003:1 24115:1004:37468 37468:24115:261818 37468:24115:262276 37468:24115:262301 37468:24115:262306 37468:24115:262314 37468:24115:262336 37468:24115:262350 37468:24115:262351 37468:24115:262401 37468:24115:262463 37468:24115:262478 37468:24115:262504 37468:24115:262506 37468:24115:262515 37468:24115:262525 37468:24115:262552 37468:24115:262566 37468:24115:262602 37468:24115:262605 37468:24115:262624 37468:24115:262628 37468:24115:262638 37468:24115:262650 37468:24115:262693 37468:24115:262717 37468:24115:262725 37468:24115:262730 37468:24115:262765 37468:24115:262780 37468:24115:262781 37468:24115:262797 37468:24115:262805 37468:24115:262815 37468:24115:262861 37468:24115:262877 37468:24115:262908 37468:24115:262909 37468:24115:262949 37468:24115:262961 37468:24115:263035 37468:24115:263054 37468:24115:263104 37468:24115:263118 37468:24115:263120 37468:24115:263162 37468:24115:263277 37468:24115:263278 37468:24115:263356 37468:24115:263357 37468:24115:263387 37468:24115:263415 37468:24115:263453 37468:24115:263471 37468:24115:263504 37468:24115:263533 37468:24115:263536 37468:24115:263562 37468:24115:263567 37468:24115:263568 37468:24115:263614 37468:24115:263632 37468:24115:263665 37468:24115:263666 37468:24115:263847 37468:24115:263999 37468:24115:264076 37468:24115:264106 37468:24115:264147 37468:24115:264162 37468:24115:264189 37468:24115:264228 37468:24115:264253 37468:24115:264311 37468:24115:264325 37468:24115:264335 37468:24115:264342 37468:24115:264346 37468:24115:264421 37468:24115:264493 37468:24115:264514 37468:24115:264533 37468:24115:264540 37468:24115:264546 37468:24115:264552 37468:24115:264598 37468:24115:264600 37468:24115:264886 37468:24115:264931 37468:24115:264948 37468:24115:264951 37468:24115:264957 37468:24115:265007 37468:24115:265014 37468:24115:265027 37468:24115:265031 37468:24115:265055 37468:24115:265105 37468:24115:265121 37468:24115:265153 37468:24115:265172 37468:24115:265183 37468:24115:265185 37468:24115:265324 37468:24115:265362 37468:24115:265382 37468:24115:265398 37468:24115:265399 37468:24115:265402 37468:24115:265424 37468:24115:265480 37468:24115:265485 37468:24115:265893 37468:24115:265911 37468:24115:265945 37468:24115:266008 37468:24115:266062 37468:24115:266071 37468:24115:266112 37468:24115:266115 37468:24115:266135 37468:24115:266140 37468:24115:266149 37468:24115:266171 37468:24115:266210 37468:24115:266211 37468:24115:266246 37468:24115:266255 37468:24115:266360 37468:24115:266408 37468:24115:266468 37468:24115:266530 37468:24115:266609 37468:24115:266622 37468:24115:266627 37468:24115:266636 37468:24115:266922 37468:24115:266930 37468:24115:266939 37468:24115:266942 37468:24115:266998 37468:24115:267014 37468:24115:267054 37468:24115:267056 37468:24115:267076 37468:24115:267098 37468:24115:267124 37468:24115:267138 37468:24115:267158 37468:24115:267167 37468:24115:267189 37468:24115:267194 37468:24115:267229 37468:24115:267261 37468:24115:267270 37468:24115:267329 37468:24115:267348 37468:24115:267357 37468:24115:267452 37468:24115:267497 37468:24115:267536 37468:24115:267552 37468:24115:267620 37468:24115:267627 37468:24115:267647 37468:24115:267654 37468:24115:267675 37468:24115:268060 37468:24115:268091 37468:24115:268106 37468:24115:268169 37468:24115:268198 37468:24115:268229 37468:24115:268331 37468:24115:268409 37468:24115:268480 37468:24115:268509 37468:24115:268546 37468:24115:268587 37468:24115:268605 37468:24115:268607 37468:24115:268633 37468:24115:268845 37468:24115:268882 37468:24115:268949 37468:24115:268990.
